1.000000,10000.000000,100.000000,-1.000000
-1.000000,-1.000000,-1.000000,-1.000000
257.217879,12.370626,592.021843,41.808744
925.034787,13.214532,90.805237,47.580905
733.771753,8.842435,103.651959,56.568826
118.257757,11.609067,917.373865,58.345474
402.461773,19.361062,223.685119,35.419862
361.930202,15.319369,157.044678,50.319149
781.861555,18.666923,976.061216,65.264725
510.052778,11.120309,315.280619,44.153458
225.260368,16.711869,602.650172,32.050020
598.281284,19.560447,830.110409,47.879104
476.729725,18.327607,652.827896,37.695986
821.774697,12.097883,555.138186,49.476875
705.397918,14.262681,387.638259,59.068733
334.893348,19.778006,337.210296,53.744589
906.384980,9.726745,651.478390,29.173323
641.182304,15.699418,508.941327,58.936295
99.933304,7.457974,74.511493,27.946885
781.444959,17.286883,686.714534,51.978546
395.407376,10.321194,387.440308,20.648991
745.842940,6.175228,446.944708,23.999370
286.035478,7.414391,838.316978,23.189972
828.324965,19.038794,898.470156,36.652182
59.113662,9.799859,685.130027,38.413715
856.890163,19.291345,80.680396,53.455214
307.716035,17.825993,139.158104,53.819115
836.586678,16.060751,246.020389,32.248352
758.347018,12.844777,541.942893,46.098486
304.106242,11.104879,424.405207,45.088132
264.270197,6.998494,860.330456,46.444949
895.242139,8.620150,794.121754,46.280015
522.063926,8.253357,864.923216,49.135123
943.761600,13.822925,291.348929,21.999897
755.610113,14.406284,700.916499,52.341240
164.865773,11.546175,748.797279,18.341269
285.155812,17.261538,578.455478,37.869062
961.282308,19.194729,836.733507,30.180377
759.672665,11.673238,630.105740,26.000133
847.057637,10.507488,600.877314,36.462127
986.662210,16.828795,445.986907,45.718628
471.000708,16.424341,804.961930,24.312422
522.228524,12.009667,260.040040,32.664266
533.771243,6.461317,661.574688,34.255041
768.735710,9.345487,545.912350,28.820390
387.418119,11.933995,309.127905,21.344502
888.147182,13.628268,538.769321,18.854599
766.809386,5.830479,659.344582,11.840481
185.011413,12.934426,751.798629,28.020695
905.124687,12.661982,910.961912,56.376808
931.600429,10.360491,514.151714,19.521567
678.429707,16.800670,430.572587,52.175138
322.649974,14.806266,345.224586,20.975916
609.655308,5.472150,67.308595,15.507417
860.455853,8.774070,877.090594,44.686768
684.240911,6.333182,867.552161,36.442866
441.488277,18.915793,901.919840,24.401211
301.015626,19.317171,244.755979,36.733884
468.187018,5.563665,357.441146,18.512782
105.222330,14.544137,685.966258,54.038196
319.743513,11.867758,657.945044,22.208756
451.769532,16.117864,667.872184,54.811407
652.116131,17.991155,553.725013,39.252207
334.325833,15.637481,136.482807,33.237398
823.435651,12.866514,875.055344,35.625851
71.657858,16.059805,673.471942,28.318937
380.030098,16.295253,380.804139,29.589143
417.284478,12.608947,509.332226,36.285691
972.923395,7.422591,328.006664,49.515881
96.578696,5.797950,866.037777,53.002013
639.979897,19.082900,905.309274,26.275325
264.771947,6.635411,857.482198,40.406088
356.165973,11.005360,410.529129,42.500561
481.054979,7.208066,383.839389,52.292015
813.623434,13.697385,536.903765,61.151593
336.978913,8.035500,784.156441,42.699556
530.994812,10.256763,594.034360,29.854142
336.699790,14.491087,982.219996,42.425308
441.455739,14.191361,334.068111,45.400787
132.428917,18.415795,80.470544,53.714970
261.839474,10.281711,311.209736,53.659767
574.814368,9.075840,365.228103,42.639738
825.324279,19.570316,823.514764,60.103364
380.654893,18.504120,702.713864,50.865100
614.169998,16.212875,557.788951,30.920428
170.055036,9.678368,165.165374,39.539214
747.173446,13.641026,400.633917,28.153836
531.293326,14.882347,89.048323,44.096388
848.658222,18.699733,727.255374,50.750627
100.446865,15.218873,676.931186,55.094516
410.790613,9.351643,805.889353,21.677165
719.334499,6.640907,152.664937,40.227397
400.418675,8.419898,90.167275,52.762910
879.332400,16.685749,764.903322,58.709351
196.245120,15.715115,407.864475,63.870330
